MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LotConfig,Neighborhood,HouseStyle,OverallQual,OverallCond,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,MoSold,HouseAge,GarageAge,YearsSinceRemodel,YearsSinceLastSale
20,0.7842465753424658,80.0,10721,0.3287671232876712,0.7157534246575342,0.1523972602739726,0.5017123287671232,6,6,0.19863013698630136,0.15154109589041095,0.1404109589041096,4,243.0,0.3339041095890411,0.4366438356164384,3,1,1,0,1252,1252,0.514554794520548,1252,0,1252,0,1,0,3,0.3921232876712329,7,0,0,5,1,2,528,0,39,10,66,65.0,66,17
50,0.7842465753424658,75.0,45600,0.02482876712328767,0.7157534246575342,0.019691780821917807,0.1053082191780822,6,8,0.7782534246575342,0.13955479452054795,0.13356164383561644,0,0.0,0.622431506849315,0.10102739726027397,3,1,1,0,907,907,0.2928082191780822,1307,1051,2358,0,3,0,5,0.5102739726027398,10,1,4,5,1,2,360,486,40,9,117,117.0,28,17
20,0.7842465753424658,59.0,10593,0.3287671232876712,0.7157534246575342,0.028253424657534245,0.5017123287671232,7,5,0.19863013698630136,0.3501712328767123,0.3441780821917808,2,338.0,0.3339041095890411,0.4392123287671233,4,1,6,919,801,1720,0.514554794520548,1720,0,1720,1,2,0,3,0.3921232876712329,7,1,3,1,3,2,527,240,56,3,29,29.0,29,15
70,0.7842465753424658,60.0,8730,0.6386986301369864,0.7157534246575342,0.038527397260273974,0.2979452054794521,6,7,0.7782534246575342,0.13955479452054795,0.13356164383561644,0,0.0,0.622431506849315,0.10102739726027397,3,1,1,0,698,698,0.514554794520548,698,698,1396,0,1,0,3,0.5102739726027398,7,0,0,5,1,1,384,0,0,7,110,22.0,22,18
80,0.7842465753424658,76.6,12095,0.3287671232876712,0.18664383561643835,0.1523972602739726,0.04708904109589041,6,6,0.7782534246575342,0.14897260273972604,0.1404109589041096,2,115.0,0.622431506849315,0.4366438356164384,3,4,3,564,563,1127,0.2928082191780822,1445,0,1445,0,1,1,3,0.5102739726027398,7,1,2,1,2,2,645,180,0,8,61,61.0,61,16
60,0.7842465753424658,77.0,9206,0.6386986301369864,0.7157534246575342,0.0410958904109589,0.2979452054794521,6,5,0.7782534246575342,0.15154109589041095,0.1404109589041096,2,336.0,0.3339041095890411,0.4366438356164384,4,1,1,0,741,741,0.2928082191780822,977,755,1732,0,2,1,3,0.3921232876712329,7,1,3,1,3,2,476,192,46,6,40,40.0,40,15
50,0.7842465753424658,70.0,11767,0.6386986301369864,0.7157534246575342,0.06934931506849315,0.1053082191780822,5,6,0.7782534246575342,0.14897260273972604,0.14554794520547945,0,0.0,0.622431506849315,0.4366438356164384,3,1,4,352,416,768,0.514554794520548,768,432,1200,0,1,0,3,0.5102739726027398,6,0,0,5,1,1,240,0,0,5,79,79.0,30,17
20,0.7842465753424658,60.0,8281,0.3287671232876712,0.7157534246575342,0.0547945205479452,0.5017123287671232,5,5,0.7782534246575342,0.14897260273972604,0.14554794520547945,0,0.0,0.622431506849315,0.4366438356164384,3,1,3,553,0,864,0.1558219178082192,864,0,864,0,1,0,3,0.5102739726027398,5,1,1,5,1,1,360,0,0,12,60,60.0,60,16
20,0.7842465753424658,77.0,10010,0.6386986301369864,0.7157534246575342,0.03595890410958904,0.5017123287671232,5,5,0.7782534246575342,0.15154109589041095,0.1404109589041096,0,0.0,0.622431506849315,0.4366438356164384,4,3,5,1071,195,1389,0.1558219178082192,1389,0,1389,1,1,0,2,0.5102739726027398,6,1,3,1,2,2,418,240,38,4,51,50.0,50,19
190,0.15325342465753425,60.0,6780,0.6386986301369864,0.7157534246575342,0.023972602739726026,0.1053082191780822,6,8,0.7782534246575342,0.13955479452054795,0.13356164383561644,0,0.0,0.622431506849315,0.4366438356164384,3,3,6,490,30,520,0.1558219178082192,520,0,754,1,1,0,2,0.5102739726027398,5,0,0,6,0,0,0,53,0,6,90,55.40000000000009,43,19
120,0.7842465753424658,43.0,3182,0.6386986301369864,0.7157534246575342,0.012842465753424657,0.5017123287671232,7,5,0.7782534246575342,0.3501712328767123,0.3441780821917808,2,16.0,0.3339041095890411,0.4392123287671233,4,1,6,16,1330,1346,0.514554794520548,1504,0,1504,0,2,0,1,0.3921232876712329,7,1,4,1,3,2,457,156,0,5,20,20.0,19,16
20,0.7842465753424658,77.2,6897,0.3287671232876712,0.18664383561643835,0.0547945205479452,0.5017123287671232,5,8,0.7782534246575342,0.15154109589041095,0.1404109589041096,0,0.0,0.622431506849315,0.4366438356164384,3,1,5,659,381,1040,0.514554794520548,1040,0,1040,1,1,1,3,0.5102739726027398,6,0,0,5,1,1,260,0,104,4,63,63.0,15,15
70,0.15325342465753425,60.0,9600,0.6386986301369864,0.7157534246575342,0.07962328767123288,0.2979452054794521,5,7,0.7782534246575342,0.13955479452054795,0.025684931506849314,0,0.0,0.622431506849315,0.10102739726027397,2,1,1,0,264,264,0.514554794520548,768,664,1432,0,2,0,2,0.5102739726027398,7,0,0,5,1,2,360,270,0,5,115,115.0,23,18
90,0.7842465753424658,78.0,10530,0.6386986301369864,0.7157534246575342,0.03595890410958904,0.02482876712328767,6,5,0.7782534246575342,0.0779109589041096,0.0059931506849315065,2,90.0,0.622431506849315,0.4366438356164384,4,4,6,975,0,975,0.2928082191780822,1004,0,1004,1,1,0,2,0.5102739726027398,4,0,0,1,1,2,504,0,0,5,48,48.0,48,19
45,0.7842465753424658,55.0,10594,0.6386986301369864,0.7157534246575342,0.03767123287671233,0.009417808219178082,5,5,0.7782534246575342,0.13955479452054795,0.13356164383561644,0,0.0,0.622431506849315,0.10102739726027397,3,1,1,0,768,768,0.036815068493150686,789,0,789,0,1,0,2,0.5102739726027398,5,0,0,5,1,1,200,0,0,6,99,99.0,75,18
20,0.7842465753424658,129.0,16737,0.6386986301369864,0.003424657534246575,0.04965753424657534,0.5017123287671232,9,5,0.19863013698630136,0.3501712328767123,0.3441780821917808,2,66.0,0.3339041095890411,0.4392123287671233,5,3,6,1447,533,1980,0.514554794520548,1980,0,1980,1,2,0,3,0.07106164383561644,8,1,4,1,3,3,770,194,45,9,21,21.0,20,19
20,0.7842465753424658,66.0,8923,0.6386986301369864,0.7157534246575342,0.1523972602739726,0.5017123287671232,5,7,0.7782534246575342,0.13955479452054795,0.13356164383561644,0,0.0,0.622431506849315,0.4366438356164384,3,1,4,643,365,1008,0.1558219178082192,1008,0,1008,1,1,0,2,0.3921232876712329,6,0,0,1,1,1,240,0,18,5,72,72.0,19,18
20,0.7842465753424658,64.0,6762,0.6386986301369864,0.7157534246575342,0.10273972602739725,0.5017123287671232,7,5,0.7782534246575342,0.3501712328767123,0.3441780821917808,4,24.0,0.3339041095890411,0.4392123287671233,4,3,6,686,501,1187,0.514554794520548,1208,0,1208,1,2,0,2,0.3921232876712329,6,0,0,1,2,2,632,105,61,2,19,19.0,19,15
60,0.7842465753424658,65.0,8366,0.3287671232876712,0.7157534246575342,0.0410958904109589,0.2979452054794521,6,5,0.7782534246575342,0.3501712328767123,0.3441780821917808,0,0.0,0.3339041095890411,0.4392123287671233,4,1,1,0,798,798,0.514554794520548,798,842,1640,0,2,1,3,0.3921232876712329,6,0,0,1,2,2,520,138,45,12,21,21.0,21,17
60,0.7842465753424658,101.0,14215,0.3287671232876712,0.18664383561643835,0.04965753424657534,0.2979452054794521,8,5,0.7782534246575342,0.3501712328767123,0.3441780821917808,2,380.0,0.3339041095890411,0.4392123287671233,5,3,1,0,1158,1158,0.514554794520548,1158,1218,2376,0,3,1,4,0.3921232876712329,9,1,4,3,2,3,853,240,154,11,20,20.0,19,19
30,0.7842465753424658,55.0,10267,0.6386986301369864,0.7157534246575342,0.038527397260273974,0.5017123287671232,6,7,0.7782534246575342,0.017123287671232876,0.025684931506849314,0,0.0,0.622431506849315,0.10102739726027397,3,2,3,210,0,816,0.514554794520548,838,0,838,1,1,0,2,0.026541095890410957,5,0,0,5,3,1,275,0,0,5,107,64.0,25,17
60,0.7842465753424658,69.0,9130,0.6386986301369864,0.7157534246575342,0.05136986301369863,0.2979452054794521,6,8,0.19863013698630136,0.15154109589041095,0.1404109589041096,2,252.0,0.622431506849315,0.4366438356164384,3,1,6,400,336,800,0.1558219178082192,800,832,1632,0,1,1,4,0.3921232876712329,7,0,0,1,1,2,484,0,40,7,59,59.0,25,17
20,0.7842465753424658,100.0,13350,0.3287671232876712,0.7157534246575342,0.0547945205479452,0.5017123287671232,5,5,0.19863013698630136,0.15154109589041095,0.10188356164383562,0,0.0,0.622431506849315,0.4366438356164384,3,1,5,762,102,864,0.2928082191780822,894,0,894,1,1,0,3,0.5102739726027398,5,1,2,1,1,2,440,241,0,6,51,51.0,51,19
20,0.7842465753424658,75.6,12546,0.3287671232876712,0.18664383561643835,0.05136986301369863,0.5017123287671232,6,7,0.7782534246575342,0.14897260273972604,0.14554794520547945,2,310.0,0.3339041095890411,0.4366438356164384,4,1,4,678,762,1440,0.514554794520548,1440,0,1440,0,2,0,3,0.3921232876712329,7,1,3,1,3,2,467,0,0,4,44,44.0,44,18
20,0.7842465753424658,50.0,35133,0.6386986301369864,0.7157534246575342,0.026541095890410957,0.5017123287671232,5,4,0.19863013698630136,0.14897260273972604,0.14554794520547945,2,226.0,0.622431506849315,0.4366438356164384,3,4,3,1159,413,1572,0.1558219178082192,1572,0,1572,1,1,1,3,0.5102739726027398,5,2,3,0,2,3,995,0,263,5,62,62.0,62,18
60,0.7842465753424658,60.4,8063,0.6386986301369864,0.7157534246575342,0.04794520547945205,0.2979452054794521,6,5,0.7782534246575342,0.3501712328767123,0.3441780821917808,0,0.0,0.622431506849315,0.4392123287671233,4,1,1,0,924,924,0.514554794520548,948,742,1690,0,2,1,3,0.5102739726027398,7,1,3,1,2,2,463,100,48,11,25,25.0,25,18
20,0.7842465753424658,60.0,8070,0.6386986301369864,0.7157534246575342,0.10273972602739725,0.5017123287671232,4,5,0.7782534246575342,0.3501712328767123,0.3441780821917808,0,0.0,0.622431506849315,0.4392123287671233,4,1,6,588,402,990,0.514554794520548,990,0,990,1,1,0,3,0.5102739726027398,5,0,0,6,0,0,0,0,0,8,31,55.40000000000009,30,18
60,0.7842465753424658,92.0,11952,0.6386986301369864,0.7157534246575342,0.05136986301369863,0.2979452054794521,7,6,0.0059931506849315065,0.018835616438356163,0.10188356164383562,0,0.0,0.622431506849315,0.4366438356164384,4,1,1,0,808,808,0.2928082191780822,1161,808,1969,0,2,1,3,0.5102739726027398,8,1,4,1,2,2,534,0,0,11,48,48.0,48,18
80,0.7842465753424658,120.0,19296,0.6386986301369864,0.18664383561643835,0.1523972602739726,0.04708904109589041,6,5,0.7782534246575342,0.13955479452054795,0.13356164383561644,2,399.0,0.622431506849315,0.4366438356164384,3,4,3,672,0,1362,0.2928082191780822,1382,0,1382,1,1,0,3,0.5102739726027398,6,1,3,1,1,2,884,0,0,5,63,34.0,63,16
50,0.7842465753424658,48.0,12822,0.3287671232876712,0.06164383561643835,0.03595890410958904,0.1053082191780822,7,5,0.7782534246575342,0.3501712328767123,0.3441780821917808,0,0.0,0.3339041095890411,0.4392123287671233,5,1,6,1351,83,1434,0.514554794520548,1518,631,2149,1,1,1,1,0.3921232876712329,6,1,5,1,2,2,670,168,43,8,22,22.0,22,16
20,0.7842465753424658,79.0,9416,0.6386986301369864,0.7157534246575342,0.05650684931506849,0.5017123287671232,7,5,0.19863013698630136,0.04195205479452055,0.0410958904109589,4,205.0,0.03424657534246575,0.4392123287671233,5,1,6,1126,600,1726,0.514554794520548,1726,0,1726,1,2,0,3,0.07106164383561644,8,1,4,1,3,3,786,171,138,9,18,18.0,18,18
50,0.15325342465753425,60.0,10440,0.6386986301369864,0.18664383561643835,0.07962328767123288,0.1053082191780822,6,7,0.7782534246575342,0.03339041095890411,0.13356164383561644,0,0.0,0.3339041095890411,0.10102739726027397,4,1,2,493,1017,1510,0.514554794520548,1584,1208,2792,0,2,0,5,0.5102739726027398,8,2,3,5,1,2,520,0,547,6,105,105.0,75,17
20,0.7842465753424658,90.0,10768,0.3287671232876712,0.18664383561643835,0.009417808219178082,0.5017123287671232,5,8,0.7782534246575342,0.0779109589041096,0.10188356164383562,0,0.0,0.3339041095890411,0.4366438356164384,4,4,5,1157,280,1437,0.2928082191780822,1437,0,1437,1,2,0,3,0.3921232876712329,6,1,2,1,2,2,528,0,21,7,49,49.0,21,18
20,0.7842465753424658,80.0,12984,0.6386986301369864,0.7157534246575342,0.03767123287671233,0.5017123287671232,5,6,0.7782534246575342,0.0779109589041096,0.10188356164383562,2,459.0,0.622431506849315,0.4366438356164384,4,2,5,1283,0,1430,0.514554794520548,1647,0,1647,1,2,0,3,0.3921232876712329,7,1,3,1,3,2,621,0,0,3,48,48.0,48,19
50,0.7842465753424658,55.0,7264,0.6386986301369864,0.7157534246575342,0.038527397260273974,0.1053082191780822,7,7,0.7782534246575342,0.13955479452054795,0.13356164383561644,0,0.0,0.3339041095890411,0.10102739726027397,3,1,1,0,952,952,0.1558219178082192,952,596,1548,0,2,1,3,0.07106164383561644,5,0,0,5,1,2,672,74,0,10,100,47.0,18,16
160,0.15325342465753425,24.0,2368,0.6386986301369864,0.7157534246575342,0.011986301369863013,0.2979452054794521,5,6,0.7782534246575342,0.15154109589041095,0.1404109589041096,0,312.0,0.622431506849315,0.4366438356164384,3,1,2,765,0,765,0.2928082191780822,765,600,1365,0,1,1,3,0.5102739726027398,7,0,0,1,1,2,440,0,36,5,55,55.0,55,16
70,0.7842465753424658,80.0,16560,0.3287671232876712,0.7157534246575342,0.03767123287671233,0.2979452054794521,6,8,0.7782534246575342,0.13955479452054795,0.13356164383561644,0,0.0,0.622431506849315,0.10102739726027397,4,1,3,503,449,952,0.2928082191780822,1170,1175,2345,0,2,1,4,0.5102739726027398,9,1,4,5,1,2,360,0,0,7,93,93.0,75,19
190,0.7842465753424658,75.0,11625,0.6386986301369864,0.7157534246575342,0.0547945205479452,0.5017123287671232,5,4,0.19863013698630136,0.0779109589041096,0.1404109589041096,0,0.0,0.622431506849315,0.4392123287671233,3,2,4,841,198,1039,0.514554794520548,1039,0,1039,1,1,1,3,0.5102739726027398,6,0,0,1,1,2,504,0,0,4,60,60.0,60,15
70,0.15325342465753425,60.0,9600,0.6386986301369864,0.7157534246575342,0.07962328767123288,0.2979452054794521,4,2,0.7782534246575342,0.014554794520547944,0.015410958904109588,0,0.0,0.622431506849315,0.10102739726027397,3,1,1,0,1095,1095,0.036815068493150686,1095,679,1774,1,2,0,4,0.5102739726027398,8,0,0,0,1,3,779,0,0,5,125,105.0,75,19
20,0.7842465753424658,65.0,6768,0.3287671232876712,0.7157534246575342,0.0547945205479452,0.5017123287671232,6,8,0.19863013698630136,0.15154109589041095,0.1404109589041096,0,0.0,0.622431506849315,0.4366438356164384,3,2,6,832,80,912,0.1558219178082192,912,0,912,1,1,0,3,0.3921232876712329,5,0,0,5,1,1,288,168,0,5,64,63.0,29,17
20,0.7842465753424658,89.0,12461,0.6386986301369864,0.18664383561643835,0.028253424657534245,0.5017123287671232,8,5,0.7782534246575342,0.0008561643835616438,0.0059931506849315065,0,0.0,0.3339041095890411,0.4392123287671233,4,1,6,1456,168,1624,0.514554794520548,1624,0,1624,1,2,0,2,0.3921232876712329,5,1,2,1,2,3,757,0,114,7,31,31.0,30,19
50,0.15325342465753425,60.0,7200,0.6386986301369864,0.18664383561643835,0.023972602739726026,0.1053082191780822,5,6,0.7782534246575342,0.13955479452054795,0.13356164383561644,0,0.0,0.622431506849315,0.4366438356164384,3,1,1,0,803,803,0.514554794520548,803,557,1360,0,1,1,2,0.3921232876712329,6,0,0,5,1,1,297,0,65,7,87,74.0,30,19
60,0.7842465753424658,59.0,11796,0.3287671232876712,0.7157534246575342,0.04794520547945205,0.2979452054794521,7,5,0.7782534246575342,0.3501712328767123,0.3441780821917808,0,0.0,0.3339041095890411,0.4392123287671233,4,3,1,0,847,847,0.514554794520548,847,1112,1959,0,2,1,4,0.3921232876712329,8,1,4,3,3,2,434,100,48,7,21,21.0,20,18
90,0.7842465753424658,72.0,10778,0.6386986301369864,0.7157534246575342,0.0547945205479452,0.5017123287671232,4,5,0.19863013698630136,0.15154109589041095,0.1404109589041096,0,0.0,0.622431506849315,0.4366438356164384,3,1,1,0,1768,1768,0.2928082191780822,1768,0,1768,0,2,0,4,0.5102739726027398,8,0,0,6,0,0,0,0,0,4,57,51.0,57,15
20,0.7842465753424658,100.0,15602,0.3287671232876712,0.7157534246575342,0.03767123287671233,0.5017123287671232,7,8,0.7782534246575342,0.03339041095890411,0.13356164383561644,0,0.0,0.622431506849315,0.4366438356164384,3,1,5,1247,254,1501,0.2928082191780822,1801,0,1801,1,2,0,1,0.5102739726027398,6,2,3,1,3,2,484,0,54,3,66,66.0,28,15
20,0.7842465753424658,50.2,12735,0.3287671232876712,0.032534246575342464,0.1523972602739726,0.5017123287671232,4,5,0.19863013698630136,0.14897260273972604,0.14554794520547945,0,0.0,0.622431506849315,0.4366438356164384,3,1,4,600,264,864,0.2928082191780822,864,0,864,0,1,0,3,0.5102739726027398,5,0,0,5,1,2,576,216,0,4,53,45.0,53,17
20,0.7842465753424658,76.4,11341,0.3287671232876712,0.7157534246575342,0.0547945205479452,0.5017123287671232,5,6,0.19863013698630136,0.13955479452054795,0.13356164383561644,2,180.0,0.622431506849315,0.4366438356164384,4,1,5,1302,90,1392,0.2928082191780822,1392,0,1392,1,1,1,3,0.5102739726027398,5,1,4,5,1,2,528,0,0,5,68,68.0,29,15
20,0.7842465753424658,76.0,9120,0.6386986301369864,0.7157534246575342,0.1523972602739726,0.5017123287671232,6,6,0.19863013698630136,0.14897260273972604,0.14554794520547945,0,0.0,0.622431506849315,0.4366438356164384,3,1,5,662,599,1261,0.514554794520548,1261,0,1261,1,1,0,3,0.5102739726027398,6,1,3,1,2,2,433,0,0,11,67,67.0,67,17
90,0.7842465753424658,70.0,7728,0.6386986301369864,0.7157534246575342,0.1523972602739726,0.04708904109589041,5,6,0.19863013698630136,0.13955479452054795,0.13356164383561644,2,120.0,0.622431506849315,0.4366438356164384,3,3,5,803,303,1106,0.2928082191780822,1190,0,1190,1,1,0,3,0.5102739726027398,6,0,0,1,1,2,540,0,18,5,63,63.0,63,19
70,0.7842465753424658,79.0,9480,0.6386986301369864,0.7157534246575342,0.1523972602739726,0.2979452054794521,5,7,0.7782534246575342,0.14897260273972604,0.14554794520547945,4,224.0,0.622431506849315,0.4366438356164384,3,1,2,386,342,728,0.514554794520548,888,756,1644,0,1,1,3,0.3921232876712329,7,2,4,1,1,1,312,168,0,6,83,83.0,30,18
20,0.7842465753424658,80.0,9600,0.6386986301369864,0.032534246575342464,0.009417808219178082,0.5017123287671232,6,8,0.7782534246575342,0.14897260273972604,0.14554794520547945,0,0.0,0.622431506849315,0.4366438356164384,4,4,5,978,284,1262,0.514554794520548,1262,0,1262,0,2,0,3,0.5102739726027398,6,1,3,1,2,2,460,298,0,5,49,49.0,49,18
160,0.04366438356164384,24.0,2544,0.6386986301369864,0.7157534246575342,0.05650684931506849,0.2979452054794521,7,5,0.7782534246575342,0.14897260273972604,0.14554794520547945,0,0.0,0.3339041095890411,0.4392123287671233,4,1,1,0,600,600,0.514554794520548,520,623,1223,0,2,1,2,0.3921232876712329,4,0,0,5,2,2,480,0,166,7,20,20.0,20,19
60,0.7842465753424658,64.0,8633,0.6386986301369864,0.032534246575342464,0.10273972602739725,0.2979452054794521,6,5,0.7782534246575342,0.3501712328767123,0.3441780821917808,0,0.0,0.3339041095890411,0.4392123287671233,4,1,6,193,545,738,0.514554794520548,738,738,1476,1,2,1,3,0.3921232876712329,7,0,0,1,3,2,540,100,35,2,20,20.0,20,16
120,0.7842465753424658,51.0,3635,0.6386986301369864,0.7157534246575342,0.012842465753424657,0.5017123287671232,7,5,0.19863013698630136,0.3501712328767123,0.3441780821917808,2,130.0,0.3339041095890411,0.4392123287671233,4,1,5,988,398,1386,0.514554794520548,1569,0,1569,0,2,0,1,0.3921232876712329,7,1,3,1,2,3,660,143,20,5,18,18.0,18,16
50,0.15325342465753425,57.0,12358,0.3287671232876712,0.7157534246575342,0.07962328767123288,0.1053082191780822,5,6,0.7782534246575342,0.14897260273972604,0.14554794520547945,0,0.0,0.622431506849315,0.4366438356164384,3,1,3,360,360,720,0.2928082191780822,854,0,1382,0,1,1,2,0.5102739726027398,7,0,0,5,1,2,660,237,0,5,84,34.0,75,18
20,0.7842465753424658,67.0,8777,0.6386986301369864,0.7157534246575342,0.06934931506849315,0.5017123287671232,4,5,0.7782534246575342,0.3501712328767123,0.3441780821917808,0,0.0,0.622431506849315,0.4366438356164384,0,0,0,0,0,0,0.514554794520548,1126,0,1126,0,2,0,2,0.3921232876712329,5,0,0,5,3,2,520,0,96,5,76,23.0,22,16
20,0.7842465753424658,74.0,8532,0.6386986301369864,0.7157534246575342,0.1523972602739726,0.5017123287671232,5,6,0.19863013698630136,0.13955479452054795,0.13356164383561644,2,650.0,0.622431506849315,0.4366438356164384,3,1,3,1213,84,1297,0.1558219178082192,1297,0,1297,0,1,0,3,0.5102739726027398,5,1,3,1,3,2,498,0,0,10,71,71.0,35,16
20,0.7842465753424658,90.0,11248,0.3287671232876712,0.18664383561643835,0.10273972602739725,0.5017123287671232,9,5,0.19863013698630136,0.3501712328767123,0.3441780821917808,4,215.0,0.3339041095890411,0.4392123287671233,4,3,6,1059,567,1626,0.514554794520548,1668,0,1668,1,2,0,3,0.3921232876712329,7,1,3,1,3,3,702,257,45,7,23,23.0,23,18
50,0.7842465753424658,85.0,10678,0.6386986301369864,0.7157534246575342,0.028253424657534245,0.1053082191780822,8,5,0.19863013698630136,0.15154109589041095,0.1404109589041096,2,337.0,0.3339041095890411,0.4392123287671233,4,1,6,700,983,1683,0.514554794520548,2129,743,2872,0,2,1,4,0.3921232876712329,9,1,3,1,3,2,541,0,33,4,33,33.0,25,18
20,0.7842465753424658,70.0,10171,0.3287671232876712,0.7157534246575342,0.04965753424657534,0.5017123287671232,7,5,0.7782534246575342,0.3501712328767123,0.3441780821917808,2,168.0,0.3339041095890411,0.4392123287671233,4,1,6,2,1515,1517,0.514554794520548,1535,0,1535,0,2,0,3,0.3921232876712329,7,0,0,1,2,2,532,0,0,3,21,21.0,21,15
160,0.04366438356164384,24.0,2572,0.6386986301369864,0.032534246575342464,0.05650684931506849,0.2979452054794521,7,5,0.19863013698630136,0.14897260273972604,0.14554794520547945,0,0.0,0.3339041095890411,0.4392123287671233,4,1,5,604,92,696,0.514554794520548,696,720,1416,1,2,1,3,0.3921232876712329,6,0,0,5,1,2,484,0,44,5,26,26.0,26,15
60,0.7842465753424658,70.0,8750,0.6386986301369864,0.7157534246575342,0.10273972602739725,0.2979452054794521,7,5,0.7782534246575342,0.3501712328767123,0.3441780821917808,0,0.0,0.3339041095890411,0.4392123287671233,4,1,1,0,880,880,0.514554794520548,909,807,1716,0,2,1,2,0.3921232876712329,7,1,3,1,2,2,512,0,120,7,29,29.0,29,16
20,0.7842465753424658,74.0,8536,0.6386986301369864,0.18664383561643835,0.06934931506849315,0.5017123287671232,5,5,0.7782534246575342,0.3501712328767123,0.3441780821917808,0,0.0,0.622431506849315,0.4392123287671233,4,1,1,0,1125,1125,0.1558219178082192,1125,0,1125,0,1,1,2,0.5102739726027398,5,0,0,1,1,2,430,80,64,4,19,18.0,18,18
60,0.7842465753424658,62.400000000000006,11075,0.3287671232876712,0.7157534246575342,0.03595890410958904,0.2979452054794521,5,4,0.7782534246575342,0.15154109589041095,0.1404109589041096,2,232.0,0.622431506849315,0.4366438356164384,3,3,5,562,29,784,0.514554794520548,1168,800,1968,0,2,1,4,0.5102739726027398,7,1,1,1,2,2,530,305,189,9,56,56.0,56,17
70,0.15325342465753425,50.0,2500,0.6386986301369864,0.18664383561643835,0.07962328767123288,0.2979452054794521,7,8,0.7782534246575342,0.017123287671232876,0.015410958904109588,0,0.0,0.3339041095890411,0.4392123287671233,3,1,5,299,611,910,0.514554794520548,916,910,1826,1,1,1,4,0.07106164383561644,7,1,4,1,1,1,164,0,0,6,110,110.0,20,16
20,0.7842465753424658,78.0,10335,0.3287671232876712,0.7157534246575342,0.10273972602739725,0.5017123287671232,7,5,0.7782534246575342,0.3501712328767123,0.3441780821917808,2,183.0,0.3339041095890411,0.4392123287671233,4,4,6,679,811,1490,0.514554794520548,1501,0,1501,1,2,0,3,0.3921232876712329,6,0,0,1,2,2,577,144,29,6,26,26.0,26,16
160,0.15325342465753425,41.0,2665,0.6386986301369864,0.7157534246575342,0.008561643835616438,0.2979452054794521,5,6,0.7782534246575342,0.04195205479452055,0.0410958904109589,0,0.0,0.622431506849315,0.4392123287671233,3,1,5,548,36,757,0.514554794520548,925,550,1475,0,2,0,4,0.5102739726027398,6,1,3,1,2,1,336,104,26,7,48,48.0,48,19
75,0.15325342465753425,35.0,6300,0.6386986301369864,0.7157534246575342,0.07962328767123288,0.00684931506849315,6,6,0.7782534246575342,0.13955479452054795,0.025684931506849314,0,0.0,0.622431506849315,0.4366438356164384,3,1,1,0,742,742,0.514554794520548,742,742,1484,0,2,0,3,0.5102739726027398,9,1,4,6,0,0,0,0,291,6,111,39.799999999999955,24,17
20,0.7842465753424658,72.0,10007,0.3287671232876712,0.7157534246575342,0.1523972602739726,0.5017123287671232,5,7,0.7782534246575342,0.15154109589041095,0.1404109589041096,2,54.0,0.3339041095890411,0.4366438356164384,3,1,5,806,247,1053,0.514554794520548,1053,0,1053,1,1,1,3,0.3921232876712329,5,0,0,1,2,1,312,0,0,8,66,66.0,19,17
70,0.7842465753424658,40.0,7500,0.3287671232876712,0.7157534246575342,0.03767123287671233,0.2979452054794521,6,7,0.7782534246575342,0.13955479452054795,0.13356164383561644,0,0.0,0.622431506849315,0.4366438356164384,3,1,4,547,224,771,0.036815068493150686,753,741,1494,0,1,0,3,0.3921232876712329,7,2,4,1,1,1,213,0,0,11,83,83.0,75,16
30,0.007705479452054794,120.0,18000,0.6386986301369864,0.7157534246575342,0.023972602739726026,0.5017123287671232,3,4,0.7782534246575342,0.14897260273972604,0.14554794520547945,0,0.0,0.009417808219178082,0.4366438356164384,3,1,1,0,894,894,0.2928082191780822,894,0,894,0,1,0,2,0.5102739726027398,6,0,0,5,2,3,1248,0,20,8,90,31.0,75,17
60,0.7842465753424658,80.8,16545,0.3287671232876712,0.7157534246575342,0.028253424657534245,0.2979452054794521,8,5,0.7782534246575342,0.3501712328767123,0.3441780821917808,2,731.0,0.3339041095890411,0.4392123287671233,4,2,6,781,503,1284,0.514554794520548,1310,1140,2450,1,2,1,3,0.3921232876712329,7,1,3,1,3,3,1069,0,126,5,27,27.0,27,16
120,0.15325342465753425,44.0,4224,0.6386986301369864,0.7157534246575342,0.008561643835616438,0.5017123287671232,5,7,0.7782534246575342,0.04195205479452055,0.0410958904109589,0,0.0,0.622431506849315,0.4392123287671233,4,1,6,840,200,1040,0.2928082191780822,1060,0,1060,1,1,0,3,0.5102739726027398,6,1,3,1,1,2,572,100,110,6,49,49.0,49,18
60,0.7842465753424658,98.0,12256,0.3287671232876712,0.18664383561643835,0.028253424657534245,0.2979452054794521,8,5,0.7782534246575342,0.15154109589041095,0.1404109589041096,2,362.0,0.3339041095890411,0.4392123287671233,5,3,6,1032,431,1463,0.514554794520548,1500,1122,2622,1,2,1,3,0.3921232876712329,9,2,3,1,2,2,712,186,32,4,31,31.0,30,15
